id,resume_id,language,label_seniority,label_quality_score,label_source,reviewed_seniority,reviewed_quality_score,reviewed_notes,text_preview
33b77b28-6cc4-46bb-8eca-b7423c5d3ab0,fe7979ec-740a-471a-b034-6d0e14812d81,pt,mid,80,synthetic,,,,Resumo Profissional com 3 anos de experiência em ciência de dados. Foco em qualidade. Analista Pleno. Experiência Profissional • Desenvolveu e manteve sistemas críticos; coordenou equipe de 7 pessoas....
0c760494-72f4-42cf-b4d2-9dba038f9a97,371e456a-df95-4961-a7e5-08b173311a74,pt,senior,80,synthetic,,,,Resumo Profissional com 15 anos de experiência em engenharia. Foco em qualidade. Engenheiro Sênior. Experiência Profissional • Desenvolveu e manteve sistemas críticos; coordenou equipe de 15 pessoas. ...
f028d78d-825d-4d02-92b8-2836778826f4,3733dc30-e4e0-42c9-9e12-b3fa7ea7e210,pt,mid,80,synthetic,,,,Resumo Profissional com 4 anos de experiência em design. Foco em liderança técnica. Analista Pleno. Experiência Profissional • Desenvolveu e manteve sistemas críticos; coordenou equipe de 8 pessoas. •...
4b507b0a-2e57-49a0-a6c8-4b0baac5746a,22cadfa7-013a-4b95-baca-d240ed202800,pt,senior,80,synthetic,,,,Resumo Profissional com 7 anos de experiência em ciência de dados. Foco em qualidade. Engenheiro Sênior. Experiência Profissional • Desenvolveu e manteve sistemas críticos; coordenou equipe de 15 pess...
f455d9f6-b0e8-459c-8b50-27f2649e05b9,10a21a69-834d-490c-83da-e6eee08413ea,pt,intern,80,synthetic,,,,Resumo Profissional com 1 anos de experiência em design. Foco em qualidade. Estagiário. Experiência Profissional • Desenvolveu e manteve sistemas críticos; coordenou equipe de 10 pessoas. • Liderou pr...
992a9fc2-0550-40a1-b247-3857bbc8be4b,cefd6439-ede3-40ac-a73c-f17c6aa2ce3b,pt,intern,80,synthetic,,,,Resumo Profissional com 1 anos de experiência em engenharia. Foco em entrega de valor. Estagiário. Experiência Profissional • Desenvolveu e manteve sistemas críticos; coordenou equipe de 14 pessoas. •...
28d5afea-3b4d-49cf-bba9-ad480c6c4171,2daada3b-68d7-43a6-b9a9-6e33bdaeb60a,pt,intern,80,synthetic,,,,Resumo Profissional com 0 anos de experiência em engenharia. Foco em liderança técnica. Estagiário. Experiência Profissional • Desenvolveu e manteve sistemas críticos; coordenou equipe de 12 pessoas. ...
c8f26f7c-6b6b-4f72-8bc1-7743be9487a5,9ee84b45-f2ec-4640-aa07-0bb736805999,pt,senior,80,synthetic,,,,Resumo Profissional com 14 anos de experiência em desenvolvimento de software. Foco em liderança técnica. Engenheiro Sênior. Experiência Profissional • Desenvolveu e manteve sistemas críticos; coorden...
24e4a9de-b98e-4d07-83ca-178d5258348a,80cfcff5-5d0e-41bb-8a03-94c4484ed456,pt,junior,80,synthetic,,,,Resumo Profissional com 3 anos de experiência em design. Foco em qualidade. Desenvolvedor Júnior. Experiência Profissional • Desenvolveu e manteve sistemas críticos; coordenou equipe de 4 pessoas. • L...
f4686ac5-d09f-4122-9888-f0ce7acf4451,b8cbd383-c112-417d-ab09-01fcdb7625a8,pt,junior,80,synthetic,,,,Resumo Profissional com 1 anos de experiência em produto. Foco em liderança técnica. Desenvolvedor Júnior. Experiência Profissional • Desenvolveu e manteve sistemas críticos; coordenou equipe de 14 pe...
c085782a-1fa2-4a13-97a0-4338fe5cab52,550628b0-128b-4f4c-869d-e629052b39fc,pt,intern,80,synthetic,,,,Resumo Profissional com 1 anos de experiência em desenvolvimento de software. Foco em liderança técnica. Estagiário. Experiência Profissional • Desenvolveu e manteve sistemas críticos; coordenou equip...
3a3659d5-a245-4bab-9bc1-632b596a9b26,7c5e56e1-6ddf-4f5e-a40f-6b48278951f3,pt,senior,80,synthetic,,,,Resumo Profissional com 13 anos de experiência em design. Foco em liderança técnica. Engenheiro Sênior. Experiência Profissional • Desenvolveu e manteve sistemas críticos; coordenou equipe de 9 pessoa...
89106ca6-069d-428d-be47-085a06a9c390,1844b578-7ef0-454b-98ef-3308570a642a,pt,senior,80,synthetic,,,,Resumo Profissional com 6 anos de experiência em ciência de dados. Foco em entrega de valor. Engenheiro Sênior. Experiência Profissional • Desenvolveu e manteve sistemas críticos; coordenou equipe de ...
396abdc6-d5c3-45c7-a15e-dec134eb0c7c,eb08f5f7-43a3-4b09-bda2-1f3ec3ca54f2,pt,intern,80,synthetic,,,,Resumo Profissional com 0 anos de experiência em desenvolvimento de software. Foco em qualidade. Estagiário. Experiência Profissional • Desenvolveu e manteve sistemas críticos; coordenou equipe de 8 p...
550e9b80-2969-4bdc-b721-a09132e071ff,7bcaa0cf-b06d-4e92-84bb-004d9b0bba0c,pt,intern,80,synthetic,,,,Resumo Profissional com 1 anos de experiência em engenharia. Foco em qualidade. Estagiário. Experiência Profissional • Desenvolveu e manteve sistemas críticos; coordenou equipe de 10 pessoas. • Lidero...
bad3a7ac-00ac-4654-8523-742943fa0600,676d7ce9-9fea-4372-813c-25a34a6cdacb,pt,junior,80,synthetic,,,,Resumo Profissional com 1 anos de experiência em ciência de dados. Foco em qualidade. Desenvolvedor Júnior. Experiência Profissional • Desenvolveu e manteve sistemas críticos; coordenou equipe de 3 pe...
58acebee-f014-4143-a37c-9da497f01d02,24fa5860-1943-4475-999e-f36419730d3d,pt,intern,80,synthetic,,,,Resumo Profissional com 1 anos de experiência em engenharia. Foco em qualidade. Estagiário. Experiência Profissional • Desenvolveu e manteve sistemas críticos; coordenou equipe de 9 pessoas. • Liderou...
50bd2b76-c130-472f-8d99-6fdf499ec643,2eed89e7-e6f2-48aa-8cd1-3a46dd6099c6,pt,mid,80,synthetic,,,,Resumo Profissional com 3 anos de experiência em desenvolvimento de software. Foco em liderança técnica. Analista Pleno. Experiência Profissional • Desenvolveu e manteve sistemas críticos; coordenou e...
0be75273-b36c-4832-be1b-011a6bb509e0,f9fe8f56-b2c4-4faf-a17d-7a6888c90236,pt,senior,80,synthetic,,,,Resumo Profissional com 12 anos de experiência em desenvolvimento de software. Foco em liderança técnica. Engenheiro Sênior. Experiência Profissional • Desenvolveu e manteve sistemas críticos; coorden...
1c217825-667c-44f9-95f5-ddb3f699cfbc,5c79023a-e242-4da3-b89a-f7fd0c531900,pt,mid,80,synthetic,,,,Resumo Profissional com 3 anos de experiência em ciência de dados. Foco em entrega de valor. Analista Pleno. Experiência Profissional • Desenvolveu e manteve sistemas críticos; coordenou equipe de 4 p...
d32f6247-2c4b-4b68-8546-b52aaed8c1d1,5941b8ef-9836-423b-8abd-645c8063fc7e,pt,junior,80,synthetic,,,,Resumo Profissional com 2 anos de experiência em produto. Foco em entrega de valor. Desenvolvedor Júnior. Experiência Profissional • Desenvolveu e manteve sistemas críticos; coordenou equipe de 8 pess...
8f66b26f-8235-4908-be81-4ac73dcbbd5d,2cc059c2-fd0b-4b30-a68b-0e9fa09d293e,pt,junior,80,synthetic,,,,Resumo Profissional com 3 anos de experiência em ciência de dados. Foco em liderança técnica. Desenvolvedor Júnior. Experiência Profissional • Desenvolveu e manteve sistemas críticos; coordenou equipe...
ff91687c-6580-45f6-9a02-368482e796c1,3600e930-e6bd-4c04-944e-07b940d0ae63,pt,senior,80,synthetic,,,,Resumo Profissional com 10 anos de experiência em design. Foco em qualidade. Engenheiro Sênior. Experiência Profissional • Desenvolveu e manteve sistemas críticos; coordenou equipe de 4 pessoas. • Lid...
9e699d33-b4b7-452d-b67c-1c1d9a2eb599,e558726f-4592-40b4-be3a-3030650db82a,pt,junior,80,synthetic,,,,Resumo Profissional com 1 anos de experiência em engenharia. Foco em liderança técnica. Desenvolvedor Júnior. Experiência Profissional • Desenvolveu e manteve sistemas críticos; coordenou equipe de 9 ...
d6bf468c-bdc2-4c63-b974-02e303f71a21,273f185c-115b-4b66-85d8-0712b0470b6d,pt,mid,80,synthetic,,,,Resumo Profissional com 5 anos de experiência em ciência de dados. Foco em qualidade. Analista Pleno. Experiência Profissional • Desenvolveu e manteve sistemas críticos; coordenou equipe de 6 pessoas....
05d742bc-396f-445f-a221-c1a82a5bbf50,53e20501-462e-47d2-b5fc-94d846221401,pt,junior,80,synthetic,,,,Resumo Profissional com 2 anos de experiência em design. Foco em liderança técnica. Desenvolvedor Júnior. Experiência Profissional • Desenvolveu e manteve sistemas críticos; coordenou equipe de 10 pes...
fe20dd07-a9bb-4b7e-bfb1-3eb3b857ed4e,aecb65e4-928a-4a57-9207-62920bfff502,pt,senior,80,synthetic,,,,Resumo Profissional com 13 anos de experiência em ciência de dados. Foco em qualidade. Engenheiro Sênior. Experiência Profissional • Desenvolveu e manteve sistemas críticos; coordenou equipe de 9 pess...
787d8615-516d-46f1-b1eb-7a7af0909181,e6938195-8d06-4af1-97c3-e21e85032c51,pt,junior,80,synthetic,,,,Resumo Profissional com 3 anos de experiência em engenharia. Foco em liderança técnica. Desenvolvedor Júnior. Experiência Profissional • Desenvolveu e manteve sistemas críticos; coordenou equipe de 7 ...
efeb17ff-ee56-4f55-a623-864a17b9d6ad,d138dccb-4e16-465f-8c07-8358a72f3e11,pt,junior,80,synthetic,,,,Resumo Profissional com 2 anos de experiência em ciência de dados. Foco em liderança técnica. Desenvolvedor Júnior. Experiência Profissional • Desenvolveu e manteve sistemas críticos; coordenou equipe...
615f4dd4-0ce9-4a23-9bc5-7c5cb3b23218,9e045bd8-0d7d-4b8e-80e8-b8de989eabd0,pt,senior,80,synthetic,,,,Resumo Profissional com 12 anos de experiência em produto. Foco em entrega de valor. Engenheiro Sênior. Experiência Profissional • Desenvolveu e manteve sistemas críticos; coordenou equipe de 15 pesso...
44cd1981-d5cc-4957-8974-436cd4e836f7,0ac21245-4d6d-4eea-a16a-9763e58dd86f,pt,intern,80,synthetic,,,,Resumo Profissional com 1 anos de experiência em ciência de dados. Foco em liderança técnica. Estagiário. Experiência Profissional • Desenvolveu e manteve sistemas críticos; coordenou equipe de 4 pess...
9334be47-b0ca-4af0-95fa-ce1b129478a5,895f7153-8d50-4527-927a-927b2bdfe990,pt,junior,80,synthetic,,,,Resumo Profissional com 3 anos de experiência em design. Foco em entrega de valor. Desenvolvedor Júnior. Experiência Profissional • Desenvolveu e manteve sistemas críticos; coordenou equipe de 4 pesso...
964125e0-168c-485e-9612-3b98c3aced68,c46c5627-eb26-445d-b8f6-512af2d54245,pt,senior,80,synthetic,,,,Resumo Profissional com 8 anos de experiência em produto. Foco em liderança técnica. Engenheiro Sênior. Experiência Profissional • Desenvolveu e manteve sistemas críticos; coordenou equipe de 6 pessoa...
e1a65d73-b8ee-4e4b-8672-71d31dffa2d4,cbb193c0-8b87-4fed-a499-72c304c3a3dc,pt,senior,80,synthetic,,,,Resumo Profissional com 14 anos de experiência em engenharia. Foco em liderança técnica. Engenheiro Sênior. Experiência Profissional • Desenvolveu e manteve sistemas críticos; coordenou equipe de 11 p...
63f230fe-4dff-4db6-b519-43b62a9ba01b,7ad7a4c8-9679-48b4-81e5-259cded91920,pt,intern,80,synthetic,,,,Resumo Profissional com 1 anos de experiência em ciência de dados. Foco em entrega de valor. Estagiário. Experiência Profissional • Desenvolveu e manteve sistemas críticos; coordenou equipe de 7 pesso...
e25855e1-f42a-4ca0-b862-30e5c53928e7,a3688bcf-2c6a-461c-807c-b38efd271cb7,pt,intern,80,synthetic,,,,Resumo Profissional com 1 anos de experiência em desenvolvimento de software. Foco em entrega de valor. Estagiário. Experiência Profissional • Desenvolveu e manteve sistemas críticos; coordenou equipe...
66f3430f-89e7-4a4d-b923-26cf7fc089e1,20167b7f-928c-4994-99d3-303d38e0a6d2,pt,intern,80,synthetic,,,,Resumo Profissional com 0 anos de experiência em desenvolvimento de software. Foco em liderança técnica. Estagiário. Experiência Profissional • Desenvolveu e manteve sistemas críticos; coordenou equip...
819d358e-66b8-4a5c-9758-3ed7f2ecc918,d58b74af-d7d9-4b9e-b276-add951e3abfb,pt,senior,80,synthetic,,,,Resumo Profissional com 14 anos de experiência em produto. Foco em entrega de valor. Engenheiro Sênior. Experiência Profissional • Desenvolveu e manteve sistemas críticos; coordenou equipe de 5 pessoa...
903aa7dd-fb62-42c3-af9b-2fb1cd8b49b4,616014f9-b2fe-469d-a2d1-04311f18eb26,pt,intern,80,synthetic,,,,Resumo Profissional com 0 anos de experiência em design. Foco em qualidade. Estagiário. Experiência Profissional • Desenvolveu e manteve sistemas críticos; coordenou equipe de 14 pessoas. • Liderou pr...
2516a0b8-5e44-449a-86c3-7e6e17620161,121dc29c-9a6d-4194-aba2-51f173fe491a,pt,intern,80,synthetic,,,,Resumo Profissional com 0 anos de experiência em engenharia. Foco em qualidade. Estagiário. Experiência Profissional • Desenvolveu e manteve sistemas críticos; coordenou equipe de 13 pessoas. • Lidero...
a0eb194d-4848-4b27-a4ac-e777b88c63ad,c26a12d1-75c2-47df-9ff8-acec32132577,pt,junior,80,synthetic,,,,Resumo Profissional com 2 anos de experiência em design. Foco em qualidade. Desenvolvedor Júnior. Experiência Profissional • Desenvolveu e manteve sistemas críticos; coordenou equipe de 4 pessoas. • L...
727b99b8-0b08-494c-9a6d-de8a56d30e69,62146c45-487d-4a89-9c89-29fbd64ffc58,pt,senior,80,synthetic,,,,Resumo Profissional com 15 anos de experiência em ciência de dados. Foco em entrega de valor. Engenheiro Sênior. Experiência Profissional • Desenvolveu e manteve sistemas críticos; coordenou equipe de...
8ca6d8fe-7c11-4660-8f60-ef8ea70b043e,bc63605b-1223-443d-832a-08b1cedc7948,pt,intern,80,synthetic,,,,Resumo Profissional com 1 anos de experiência em ciência de dados. Foco em liderança técnica. Estagiário. Experiência Profissional • Desenvolveu e manteve sistemas críticos; coordenou equipe de 15 pes...
b74ffd28-3596-4212-9f7e-7ce5f27761c7,3fee327b-b0af-4eb3-bdf0-0cfe0b437769,pt,senior,80,synthetic,,,,Resumo Profissional com 14 anos de experiência em engenharia. Foco em qualidade. Engenheiro Sênior. Experiência Profissional • Desenvolveu e manteve sistemas críticos; coordenou equipe de 11 pessoas. ...
1c28a569-cc4a-429e-8764-fe35c72acbc8,f08eb038-5662-4bab-937a-c31d17011275,pt,junior,80,synthetic,,,,Resumo Profissional com 3 anos de experiência em desenvolvimento de software. Foco em entrega de valor. Desenvolvedor Júnior. Experiência Profissional • Desenvolveu e manteve sistemas críticos; coorde...
abc8f724-5320-4e5b-9e31-406922aa429d,e29ae1ce-1f72-44bf-9c4d-fe9b6f8e86d8,pt,intern,80,synthetic,,,,Resumo Profissional com 1 anos de experiência em design. Foco em qualidade. Estagiário. Experiência Profissional • Desenvolveu e manteve sistemas críticos; coordenou equipe de 6 pessoas. • Liderou pro...
0eef40d1-c354-4107-8b80-203f4d2cc8fc,40dff80f-e03e-4111-b780-bba5ae6c51a2,pt,mid,80,synthetic,,,,Resumo Profissional com 4 anos de experiência em produto. Foco em entrega de valor. Analista Pleno. Experiência Profissional • Desenvolveu e manteve sistemas críticos; coordenou equipe de 5 pessoas. •...
dd806a65-366f-49fb-9add-38f275640adf,5856625c-8731-4918-93c2-bebc5b97df54,pt,junior,80,synthetic,,,,Resumo Profissional com 1 anos de experiência em design. Foco em liderança técnica. Desenvolvedor Júnior. Experiência Profissional • Desenvolveu e manteve sistemas críticos; coordenou equipe de 8 pess...
adf75d4c-a0de-4f4b-8421-1b8f5d093ee0,b5592f6e-ee5d-4df5-bb11-0f59976f0003,pt,mid,80,synthetic,,,,Resumo Profissional com 4 anos de experiência em desenvolvimento de software. Foco em qualidade. Analista Pleno. Experiência Profissional • Desenvolveu e manteve sistemas críticos; coordenou equipe de...
d0dec29b-f604-4d51-839c-f7a3fa6a1b52,f49e790b-5ca7-419d-99f5-718771dc2a14,pt,junior,80,synthetic,,,,Resumo Profissional com 2 anos de experiência em ciência de dados. Foco em entrega de valor. Desenvolvedor Júnior. Experiência Profissional • Desenvolveu e manteve sistemas críticos; coordenou equipe ...
f1335ca2-4b81-4b19-a98a-abb2d5b20701,c201c9a7-5d30-4da3-a205-88a95f3750d4,pt,mid,80,synthetic,,,,Resumo Profissional com 3 anos de experiência em engenharia. Foco em entrega de valor. Analista Pleno. Experiência Profissional • Desenvolveu e manteve sistemas críticos; coordenou equipe de 3 pessoas...
d1600cd3-2603-4e49-b480-f93d20393b78,0dbf612b-be8c-4ebf-bb43-059947b7053e,pt,mid,80,synthetic,,,,Resumo Profissional com 4 anos de experiência em engenharia. Foco em entrega de valor. Analista Pleno. Experiência Profissional • Desenvolveu e manteve sistemas críticos; coordenou equipe de 7 pessoas...
40349094-5d91-4a7e-9088-6b0090691026,8b73745f-6a19-437f-a6ad-4a14b7a9ed7b,pt,mid,80,synthetic,,,,Resumo Profissional com 3 anos de experiência em design. Foco em entrega de valor. Analista Pleno. Experiência Profissional • Desenvolveu e manteve sistemas críticos; coordenou equipe de 3 pessoas. • ...
8fcd146c-6de5-4b02-9a08-7442030c7e0f,cc2e625b-d19e-4b05-bc46-8e3fc543c79c,pt,junior,80,synthetic,,,,Resumo Profissional com 3 anos de experiência em design. Foco em qualidade. Desenvolvedor Júnior. Experiência Profissional • Desenvolveu e manteve sistemas críticos; coordenou equipe de 13 pessoas. • ...
8e98f33d-79a6-4541-b9e7-cd42a221a510,6c59dc03-c5c8-4785-98e1-630c8c80bb67,pt,senior,80,synthetic,,,,Resumo Profissional com 14 anos de experiência em produto. Foco em qualidade. Engenheiro Sênior. Experiência Profissional • Desenvolveu e manteve sistemas críticos; coordenou equipe de 6 pessoas. • Li...
3629f8b9-bca7-4971-a54f-fc61b4f97259,9f3f21f0-6206-4e84-9bd7-7f62bf74b8d3,pt,mid,80,synthetic,,,,Resumo Profissional com 3 anos de experiência em produto. Foco em qualidade. Analista Pleno. Experiência Profissional • Desenvolveu e manteve sistemas críticos; coordenou equipe de 11 pessoas. • Lider...
6ed37be3-d847-4285-b094-64a6f3d30370,828ec7ca-a436-4c23-938a-e92d420b53c0,pt,junior,80,synthetic,,,,Resumo Profissional com 3 anos de experiência em design. Foco em entrega de valor. Desenvolvedor Júnior. Experiência Profissional • Desenvolveu e manteve sistemas críticos; coordenou equipe de 15 pess...
f6d3f384-4f20-4149-94dc-ea85bafd5907,bf55ae3c-b10d-4e87-8873-c87506e56ba8,pt,mid,80,synthetic,,,,Resumo Profissional com 6 anos de experiência em engenharia. Foco em entrega de valor. Analista Pleno. Experiência Profissional • Desenvolveu e manteve sistemas críticos; coordenou equipe de 10 pessoa...
beef9bb6-1151-4fe2-b55a-2a907fab5599,b359d62f-5c65-4271-8d19-e5d85cf39e23,pt,junior,80,synthetic,,,,Resumo Profissional com 2 anos de experiência em engenharia. Foco em qualidade. Desenvolvedor Júnior. Experiência Profissional • Desenvolveu e manteve sistemas críticos; coordenou equipe de 9 pessoas....
